,amount,city,date,ppg,price,quality,state,state.name
702,28.3,Ketchikan,2013-03-27,15.9,450,high,AK,Alaska
703,28.3,Akiachak,2013-03-25,0.04,1,high,AK,Alaska
704,28.3,Anchorage,2013-03-24,5.12,145,medium,AK,Alaska
705,28.3,Allakaket,2013-03-22,0.88,25,high,AK,Alaska
706,5.0,Anchorage,2013-03-21,12.0,60,high,AK,Alaska
707,14.15,Anchorage,2013-03-20,24.73,350,medium,AK,Alaska
708,28.3,Anchorage,2013-03-19,11.31,320,high,AK,Alaska
709,28.3,Allakaket,2013-03-17,2.08,59,medium,AK,Alaska
710,28.3,Anchorage,2013-03-13,12.37,350,medium,AK,Alaska
711,5.0,Anchorage,2013-03-09,4.0,20,low,AK,Alaska
712,14.15,Anchorage,2013-03-08,7.07,100,medium,AK,Alaska
713,3.54,Soldotna,2013-03-07,5.65,20,medium,AK,Alaska
714,28.3,Akiachak,2013-03-07,3.53,100,medium,AK,Alaska
715,5.0,Juneau,2013-03-06,20.0,100,medium,AK,Alaska
716,28.3,Anchorage,2013-03-04,1.06,30,high,AK,Alaska
717,7.075,Wasilla,2013-03-01,8.48,60,medium,AK,Alaska
718,3.54,Cordova,2013-02-27,22.6,80,medium,AK,Alaska
719,3.54,Akiachak,2013-02-25,16.95,60,medium,AK,Alaska
720,28.3,Wasilla,2013-02-25,7.07,200,high,AK,Alaska
721,5.0,Fairbanks,2013-02-22,12.0,60,medium,AK,Alaska
722,28.3,Bethel,2013-02-21,10.6,300,high,AK,Alaska
723,28.3,Anchorage,2013-02-20,0.71,20,medium,AK,Alaska
724,28.3,Anchorage,2013-02-17,5.65,160,high,AK,Alaska
725,28.3,Wasilla,2013-02-15,8.83,250,medium,AK,Alaska
726,15.0,Kodiak,2013-02-14,13.33,200,high,AK,Alaska
727,5.0,Anchorage,2013-02-14,1.0,5,medium,AK,Alaska
728,28.3,Alaska Peninsula Nwr,2013-02-13,7.07,200,medium,AK,Alaska
729,28.3,Fairbanks,2013-02-13,12.37,350,medium,AK,Alaska
730,28.3,Bethel,2013-02-11,21.2,600,medium,AK,Alaska
731,14.15,Anchorage,2013-02-10,10.6,150,high,AK,Alaska
732,28.3,Chevak,2013-02-10,1.77,50,high,AK,Alaska
733,28.3,Chevak,2013-02-10,1.77,50,high,AK,Alaska
734,10.0,Emmonak,2013-02-06,50.0,500,medium,AK,Alaska
735,10.0,Bethel,2013-02-05,5.0,50,low,AK,Alaska
736,28.3,Bethel,2013-01-28,24.73,700,medium,AK,Alaska
737,28.3,Shishmaref,2013-01-28,35.34,1000,high,AK,Alaska
738,28.3,Akiachak,2013-01-27,8.27,234,medium,AK,Alaska
739,28.3,Akutan,2013-01-26,35.34,1000,low,AK,Alaska
740,28.3,Akiachak,2013-01-26,5.3,150,high,AK,Alaska
741,5.0,Anchorage,2013-01-24,10.0,50,medium,AK,Alaska
742,25.0,Akiachak,2013-01-23,40.0,1000,high,AK,Alaska
743,5.0,Auke Bay,2013-01-18,20.0,100,high,AK,Alaska
744,28.3,Anchorage,2013-01-15,0.71,20,high,AK,Alaska
745,28.3,Anchorage,2013-01-14,10.25,290,medium,AK,Alaska
746,28.3,Anchorage,2013-01-14,0.35,10,medium,AK,Alaska
747,14.15,Anchorage,2013-01-14,10.6,150,medium,AK,Alaska
748,10.0,Barrow,2013-01-10,10.0,100,medium,AK,Alaska
749,28.3,Anchorage,2013-01-10,1.77,50,high,AK,Alaska
750,28.3,Anchorage,2013-01-10,3.53,100,high,AK,Alaska
751,28.3,Kodiak,2013-01-10,1.77,50,medium,AK,Alaska
752,5.0,Fairbanks,2013-01-09,20.0,100,medium,AK,Alaska
753,5.0,Anchorage,2013-01-08,20.0,100,medium,AK,Alaska
754,28.3,Fairbanks,2013-01-08,1.77,50,medium,AK,Alaska
755,28.3,Chugiak,2013-01-07,14.13,400,high,AK,Alaska
756,5.0,Kotzebue,2013-01-05,24.0,120,low,AK,Alaska
757,28.3,Anchorage,2013-01-04,13.25,375,high,AK,Alaska
758,5.0,Soldotna,2013-01-03,12.0,60,medium,AK,Alaska
759,10.0,Adak,2013-01-03,1.0,10,medium,AK,Alaska
760,28.3,Ambler,2013-01-03,27.07,766,high,AK,Alaska
761,28.3,Fairbanks,2013-01-01,10.6,300,high,AK,Alaska
762,5.0,Anchorage,2012-12-31,4.0,20,high,AK,Alaska
763,3.54,Wasilla,2012-12-29,11.3,40,medium,AK,Alaska
764,5.0,Anaktuvuk Pass,2012-12-28,6.0,30,medium,AK,Alaska
765,5.0,Ambler,2012-12-28,7.8,39,high,AK,Alaska
766,14.15,Anchorage,2012-12-27,11.31,160,high,AK,Alaska
767,28.3,Anchorage,2012-12-20,14.13,400,medium,AK,Alaska
768,5.0,Juneau,2012-12-19,20.0,100,high,AK,Alaska
769,5.0,Juneau,2012-12-18,10.0,50,high,AK,Alaska
770,28.3,Juneau,2012-12-17,10.6,300,high,AK,Alaska
771,10.0,North Pole,2012-12-15,2.0,20,medium,AK,Alaska
772,28.3,Prudhoe Bay,2012-12-14,21.2,600,high,AK,Alaska
773,5.0,Nome,2012-12-12,25.0,125,medium,AK,Alaska
774,28.3,Anchorage,2012-12-11,0.71,20,medium,AK,Alaska
775,28.3,Fairbanks,2012-12-10,12.37,350,high,AK,Alaska
776,28.3,Anchorage,2012-12-08,3.53,100,high,AK,Alaska
777,3.54,Cordova,2012-12-06,28.25,100,low,AK,Alaska
778,3.54,Palmer,2012-12-06,22.6,80,medium,AK,Alaska
779,28.3,Anchorage,2012-12-04,10.6,300,medium,AK,Alaska
780,28.3,Wasilla,2012-12-03,7.07,200,medium,AK,Alaska
781,28.3,Anchorage,2012-12-02,3.53,100,high,AK,Alaska
782,3.54,North Pole,2012-11-29,14.12,50,medium,AK,Alaska
783,5.0,Bethel,2012-11-29,10.0,50,medium,AK,Alaska
784,28.3,Fairbanks,2012-11-29,10.6,300,medium,AK,Alaska
785,28.3,Anchorage,2012-11-28,8.83,250,high,AK,Alaska
786,28.3,Adak,2012-11-25,0.71,20,high,AK,Alaska
787,28.3,Anchorage,2012-11-25,12.37,350,medium,AK,Alaska
788,28.3,Anchorage,2012-11-23,10.6,300,medium,AK,Alaska
789,28.3,Anchorage,2012-11-22,1.77,50,medium,AK,Alaska
790,10.0,Craig,2012-11-20,20.0,200,medium,AK,Alaska
791,28.3,Alaska Peninsula Nwr,2012-11-19,3.53,100,high,AK,Alaska
792,14.15,Akiachak,2012-11-19,1.41,20,high,AK,Alaska
793,14.15,Fairbanks,2012-11-18,14.13,200,medium,AK,Alaska
794,28.3,Adak,2012-11-18,35.34,1000,low,AK,Alaska
795,28.3,Anchorage,2012-11-18,2.12,60,high,AK,Alaska
796,10.0,Anchorage,2012-11-17,2.0,20,medium,AK,Alaska
797,7.075,Fairbanks,2012-11-17,11.31,80,medium,AK,Alaska
798,28.3,Anchorage,2012-11-17,11.31,320,high,AK,Alaska
799,28.3,Anchorage,2012-11-16,10.6,300,medium,AK,Alaska
800,3.54,Anchorage,2012-11-12,22.6,80,medium,AK,Alaska
801,5.0,Fairbanks,2012-11-11,25.0,125,medium,AK,Alaska
802,5.0,Fairbanks,2012-11-11,25.0,125,medium,AK,Alaska
803,3.54,Fairbanks,2012-11-11,14.12,50,medium,AK,Alaska
804,7.075,Anchorage,2012-11-10,2.83,20,medium,AK,Alaska
805,28.3,Anchorage,2012-11-09,3.18,90,low,AK,Alaska
806,14.15,Akiachak,2012-11-09,28.27,400,medium,AK,Alaska
807,7.075,Anchorage,2012-11-07,12.01,85,high,AK,Alaska
808,1.0,Fairbanks,2012-11-07,20.0,20,high,AK,Alaska
809,5.0,Fairbanks,2012-11-07,20.0,100,high,AK,Alaska
810,28.3,Anchorage,2012-11-07,11.31,320,medium,AK,Alaska
811,3.54,Anchorage,2012-11-05,11.3,40,high,AK,Alaska
812,28.3,Eielson Afb,2012-11-02,0.04,1,medium,AK,Alaska
813,3.54,Adak,2012-11-02,16.95,60,high,AK,Alaska
814,28.3,Homer,2012-11-02,8.83,250,high,AK,Alaska
815,28.3,Ambler,2012-11-01,5.3,150,high,AK,Alaska
816,28.3,Anchorage,2012-10-30,1.02,29,medium,AK,Alaska
817,28.3,Kodiak,2012-10-27,12.37,350,medium,AK,Alaska
818,28.3,Anchorage,2012-10-26,11.31,320,high,AK,Alaska
819,3.54,Anaktuvuk Pass,2012-10-25,84.75,300,medium,AK,Alaska
820,28.3,Anchorage,2012-10-25,3.53,100,high,AK,Alaska
821,28.3,Anchorage,2012-10-24,3.53,100,medium,AK,Alaska
822,28.3,Fairbanks,2012-10-22,2.12,60,medium,AK,Alaska
823,28.3,Anchorage,2012-10-21,8.83,250,high,AK,Alaska
824,28.3,Anchorage,2012-10-20,0.18,5,high,AK,Alaska
825,28.3,Anchorage,2012-10-19,10.6,300,medium,AK,Alaska
826,28.3,Adak,2012-10-19,7.07,200,medium,AK,Alaska
827,3.54,Anchorage,2012-10-19,11.3,40,medium,AK,Alaska
828,28.3,Anchorage,2012-10-12,0.71,20,medium,AK,Alaska
829,3.54,Akiachak,2012-10-09,12.71,45,high,AK,Alaska
830,5.0,Anchorage,2012-10-09,6.0,30,high,AK,Alaska
831,28.3,Eagle River,2012-10-07,3.07,87,low,AK,Alaska
832,28.3,Anchorage,2012-10-06,11.31,320,high,AK,Alaska
833,7.075,Anchorage,2012-09-29,2.83,20,medium,AK,Alaska
834,5.0,Douglas,2012-09-26,1.0,5,medium,AK,Alaska
835,28.3,Anchorage,2012-09-26,8.83,250,medium,AK,Alaska
836,28.3,Wasilla,2012-09-25,8.83,250,high,AK,Alaska
837,28.3,Anchorage,2012-09-24,10.6,300,medium,AK,Alaska
838,28.3,Anchorage,2012-09-24,2.83,80,medium,AK,Alaska
839,10.0,Wasilla,2012-09-24,5.0,50,high,AK,Alaska
840,10.0,Adak,2012-09-21,1.0,10,high,AK,Alaska
841,14.15,Alaska Peninsula Nwr,2012-09-15,1.41,20,high,AK,Alaska
842,20.0,Anchorage,2012-09-11,1.5,30,medium,AK,Alaska
843,1.0,Fairbanks,2012-09-09,10.0,10,medium,AK,Alaska
844,28.3,Anchorage,2012-09-09,5.3,150,medium,AK,Alaska
845,5.0,Eagle River,2012-09-05,8.0,40,low,AK,Alaska
846,28.3,Girdwood,2012-09-04,11.31,320,medium,AK,Alaska
847,3.54,Anchorage,2012-09-04,11.3,40,medium,AK,Alaska
848,14.15,Anchorage,2012-08-30,10.6,150,low,AK,Alaska
849,28.3,Mc Grath,2012-08-29,14.13,400,high,AK,Alaska
850,28.3,Fairbanks,2012-08-28,11.31,320,high,AK,Alaska
851,28.3,Anchor Point,2012-08-25,1.77,50,high,AK,Alaska
852,28.3,Anchorage,2012-08-24,9.89,280,high,AK,Alaska
853,3.54,Adak,2012-08-24,11.3,40,medium,AK,Alaska
854,20.0,Anchorage,2012-08-22,1.0,20,medium,AK,Alaska
855,5.0,Alaska Peninsula Nwr,2012-08-21,30.0,150,high,AK,Alaska
856,28.3,Wasilla,2012-08-20,8.83,250,high,AK,Alaska
857,28.3,Anchorage,2012-08-17,2.12,60,medium,AK,Alaska
858,3.54,Anchorage,2012-08-16,11.3,40,high,AK,Alaska
859,7.075,Anchorage,2012-08-15,2.83,20,medium,AK,Alaska
860,20.0,Kodiak,2012-08-14,6.0,120,medium,AK,Alaska
861,7.075,Tununak,2012-08-12,14.13,100,medium,AK,Alaska
862,28.3,Fort Wainwright,2012-08-08,9.89,280,medium,AK,Alaska
863,28.3,Anchorage,2012-08-08,12.37,350,high,AK,Alaska
864,3.54,Cordova,2012-08-07,28.25,100,medium,AK,Alaska
865,28.3,Fairbanks,2012-08-02,10.6,300,medium,AK,Alaska
866,28.3,Anchorage,2012-08-02,9.54,270,medium,AK,Alaska
867,14.15,Fairbanks,2012-08-01,28.27,400,high,AK,Alaska
868,3.54,Anchorage,2012-08-01,16.95,60,high,AK,Alaska
869,3.54,Anchorage,2012-08-01,22.6,80,high,AK,Alaska
870,28.3,Anchorage,2012-08-01,0.71,20,high,AK,Alaska
871,3.54,Naknek,2012-08-01,28.25,100,medium,AK,Alaska
872,28.3,Anchorage,2012-07-30,10.6,300,medium,AK,Alaska
873,28.3,Anchorage,2012-07-27,8.83,250,high,AK,Alaska
874,7.075,Anchorage,2012-07-27,5.65,40,medium,AK,Alaska
875,28.3,Anchorage,2012-07-27,0.53,15,medium,AK,Alaska
876,7.075,Fairbanks,2012-07-25,14.13,100,medium,AK,Alaska
877,7.075,Fairbanks,2012-07-24,14.13,100,medium,AK,Alaska
878,14.15,Anchorage,2012-07-22,10.6,150,high,AK,Alaska
879,15.0,Alaska Peninsula Nwr,2012-07-21,6.67,100,high,AK,Alaska
880,20.0,Akutan,2012-07-18,0.75,15,medium,AK,Alaska
881,3.54,Juneau,2012-07-17,16.95,60,high,AK,Alaska
882,14.15,Fairbanks,2012-07-17,10.6,150,medium,AK,Alaska
883,20.0,Anchorage,2012-07-17,1.0,20,medium,AK,Alaska
884,14.15,Anchorage,2012-07-14,12.72,180,high,AK,Alaska
885,3.54,Anchorage,2012-07-13,16.95,60,medium,AK,Alaska
886,28.3,Anchor Point,2012-07-12,0.04,1,high,AK,Alaska
887,5.0,Wasilla,2012-07-12,80.6,403,high,AK,Alaska
888,28.3,Anchorage,2012-07-11,11.31,320,high,AK,Alaska
889,28.3,Anchorage,2012-07-10,8.83,250,high,AK,Alaska
890,5.0,Akutan,2012-07-10,1.0,5,high,AK,Alaska
891,3.54,Anchorage,2012-07-06,11.3,40,high,AK,Alaska
892,5.0,Wasilla,2012-07-05,4.0,20,medium,AK,Alaska
893,7.075,Juneau,2012-07-02,16.96,120,medium,AK,Alaska
894,3.54,Anchorage,2012-07-01,11.3,40,medium,AK,Alaska
895,28.3,Fairbanks,2012-06-29,1.24,35,low,AK,Alaska
896,28.3,Akiachak,2012-06-29,0.04,1,medium,AK,Alaska
897,28.3,Juneau,2012-06-27,0.71,20,medium,AK,Alaska
898,28.3,Adak,2012-06-25,7.07,200,high,AK,Alaska
899,3.54,Anchorage,2012-06-24,11.3,40,medium,AK,Alaska
900,7.075,Adak,2012-06-24,4.95,35,medium,AK,Alaska
901,7.075,Anchorage,2012-06-21,11.31,80,medium,AK,Alaska
902,3.54,Delta Junction,2012-06-19,5.65,20,medium,AK,Alaska
903,28.3,Arctic Village,2012-06-18,1.06,30,medium,AK,Alaska
904,28.3,Fairbanks,2012-06-18,10.6,300,high,AK,Alaska
905,28.3,Anchorage,2012-06-12,11.31,320,high,AK,Alaska
906,5.0,Anchorage,2012-06-10,8.0,40,medium,AK,Alaska
907,3.54,Fairbanks,2012-06-08,14.12,50,high,AK,Alaska
908,28.3,Anchorage,2012-06-08,0.04,1,high,AK,Alaska
909,28.3,Anchorage,2012-06-05,10.6,300,medium,AK,Alaska
910,28.3,Anchorage,2012-06-05,7.07,200,medium,AK,Alaska
911,5.0,Akutan,2012-06-05,20.0,100,medium,AK,Alaska
912,28.3,Anchorage,2012-06-01,0.35,10,high,AK,Alaska
913,28.3,Anchorage,2012-05-30,14.13,400,high,AK,Alaska
914,3.54,Anchorage,2012-05-29,11.3,40,medium,AK,Alaska
915,28.3,Anchorage,2012-05-26,12.37,350,high,AK,Alaska
916,28.3,Ambler,2012-05-25,0.71,20,high,AK,Alaska
917,28.3,Anchorage,2012-05-23,3.53,100,high,AK,Alaska
918,3.54,Akiachak,2012-05-23,7.06,25,high,AK,Alaska
919,3.54,Akiachak,2012-05-23,7.06,25,high,AK,Alaska
920,3.54,Akiachak,2012-05-23,7.06,25,high,AK,Alaska
921,20.0,Juneau,2012-05-21,1.0,20,high,AK,Alaska
922,28.3,Anchorage,2012-05-19,10.6,300,high,AK,Alaska
923,3.54,Anchorage,2012-05-19,11.3,40,medium,AK,Alaska
924,28.3,Ketchikan,2012-05-19,15.9,450,medium,AK,Alaska
925,10.0,Anchorage,2012-05-18,2.0,20,medium,AK,Alaska
926,28.3,Wasilla,2012-05-14,0.0,0,medium,AK,Alaska
927,28.3,Anchorage,2012-05-13,10.6,300,medium,AK,Alaska
928,28.3,Kenai,2012-05-09,3.53,100,medium,AK,Alaska
929,3.54,Anchorage,2012-05-08,7.06,25,medium,AK,Alaska
930,28.3,Allakaket,2012-05-05,0.71,20,medium,AK,Alaska
931,28.3,Anchorage,2012-05-02,13.25,375,high,AK,Alaska
932,3.54,Anchorage,2012-04-30,5.65,20,medium,AK,Alaska
933,5.0,Cordova,2012-04-30,20.0,100,medium,AK,Alaska
934,5.0,Anchorage,2012-04-26,10.0,50,medium,AK,Alaska
935,28.3,Juneau,2012-04-25,19.79,560,medium,AK,Alaska
936,28.3,Anchorage,2012-04-24,10.6,300,medium,AK,Alaska
937,5.0,Anchorage,2012-04-24,14.0,70,medium,AK,Alaska
938,3.54,Fairbanks,2012-04-24,11.3,40,medium,AK,Alaska
939,28.3,Anchorage,2012-04-23,21.2,600,high,AK,Alaska
940,28.3,Palmer,2012-04-23,14.13,400,medium,AK,Alaska
941,28.3,Kodiak,2012-04-14,35.34,1000,high,AK,Alaska
942,28.3,Anchorage,2012-04-14,10.6,300,medium,AK,Alaska
943,3.54,Anchorage,2012-04-08,42.37,150,low,AK,Alaska
944,3.54,Bethel,2012-04-05,14.12,50,medium,AK,Alaska
945,7.075,Craig,2012-04-03,14.13,100,high,AK,Alaska
946,28.3,Nome,2012-04-01,0.35,10,high,AK,Alaska
947,7.075,Anchorage,2012-03-31,2.12,15,high,AK,Alaska
948,3.54,Anchorage,2012-03-29,14.12,50,medium,AK,Alaska
949,28.3,Anchorage,2012-03-27,1.41,40,medium,AK,Alaska
950,20.0,Anchorage,2012-03-26,1.0,20,low,AK,Alaska
951,7.075,Anchorage,2012-03-24,11.31,80,medium,AK,Alaska
952,28.3,Anchorage,2012-03-23,11.31,320,medium,AK,Alaska
953,3.54,Anchorage,2012-03-21,11.3,40,high,AK,Alaska
954,28.3,Anchorage,2012-03-20,3.53,100,medium,AK,Alaska
955,3.54,Anchorage,2012-03-19,5.65,20,medium,AK,Alaska
956,3.54,Valdez,2012-03-19,14.12,50,high,AK,Alaska
957,28.3,Anchorage,2012-03-16,17.67,500,medium,AK,Alaska
958,3.54,Glennallen,2012-03-13,14.12,50,high,AK,Alaska
959,3.54,Haines,2012-03-05,18.36,65,high,AK,Alaska
960,28.3,Anchorage,2012-02-12,11.31,320,high,AK,Alaska
961,3.54,Fairbanks,2012-02-01,14.12,50,high,AK,Alaska
962,14.15,Anchorage,2012-01-23,11.31,160,high,AK,Alaska
963,28.3,Moose Pass,2011-12-27,8.83,250,high,AK,Alaska
964,28.3,Anchorage,2011-12-22,0.71,20,medium,AK,Alaska
965,3.54,Fairbanks,2011-12-22,14.12,50,medium,AK,Alaska
966,3.54,Anchorage,2011-12-02,11.3,40,medium,AK,Alaska
967,28.3,Wasilla,2011-11-18,8.48,240,medium,AK,Alaska
968,28.3,Wasilla,2011-11-09,9.19,260,medium,AK,Alaska
969,3.54,Anchorage,2011-10-26,11.3,40,medium,AK,Alaska
970,28.3,Ketchikan,2011-10-26,15.9,450,high,AK,Alaska
971,3.54,Anchorage,2011-10-12,11.3,40,high,AK,Alaska
972,5.0,Petersburg,2011-09-27,13.0,65,medium,AK,Alaska
973,3.54,Anchorage,2011-09-20,11.3,40,high,AK,Alaska
974,3.54,Anchorage,2011-09-17,11.3,40,medium,AK,Alaska
975,3.54,Anchorage,2011-09-07,11.3,40,high,AK,Alaska
976,5.0,Dillingham,2011-09-02,20.0,100,high,AK,Alaska
977,7.075,Tok,2011-09-01,14.13,100,high,AK,Alaska
978,3.54,Anchorage,2011-08-30,11.3,40,high,AK,Alaska
979,7.075,Fairbanks,2011-08-29,14.13,100,high,AK,Alaska
980,28.3,Ketchikan,2011-08-29,17.67,500,medium,AK,Alaska
981,7.075,Anchorage,2011-08-28,11.31,80,medium,AK,Alaska
982,5.0,Anchorage,2011-08-23,20.0,100,high,AK,Alaska
983,28.3,Fairbanks,2011-08-23,15.02,425,medium,AK,Alaska
984,14.15,Anchorage,2011-08-22,5.65,80,medium,AK,Alaska
985,3.54,Juneau,2011-08-16,16.95,60,medium,AK,Alaska
986,28.3,Anchorage,2011-08-05,10.6,300,low,AK,Alaska
987,28.3,Anchorage,2011-07-16,9.89,280,high,AK,Alaska
988,28.3,Anchorage,2011-07-16,8.83,250,high,AK,Alaska
989,28.3,Anchorage,2011-07-09,11.31,320,high,AK,Alaska
990,3.54,Fairbanks,2011-07-07,14.12,50,high,AK,Alaska
991,28.3,Anchorage,2011-06-19,9.19,260,medium,AK,Alaska
992,3.54,Eagle River,2011-06-17,11.3,40,medium,AK,Alaska
993,28.3,Eagle River,2011-05-20,8.83,250,high,AK,Alaska
994,3.54,Eagle River,2011-05-16,11.3,40,medium,AK,Alaska
995,3.54,Sitka,2011-05-14,18.36,65,high,AK,Alaska
996,5.0,Fairbanks,2011-05-05,20.0,100,medium,AK,Alaska
997,28.3,Anchorage,2011-05-01,8.83,250,medium,AK,Alaska
998,28.3,Anchorage,2011-04-23,11.31,320,high,AK,Alaska
999,3.54,Anchorage,2011-04-22,11.3,40,high,AK,Alaska
1000,3.54,Fairbanks,2011-04-21,14.12,50,high,AK,Alaska
1001,5.0,Fairbanks,2011-04-04,14.0,70,high,AK,Alaska
1002,3.54,Fairbanks,2011-03-19,14.12,50,high,AK,Alaska
1003,3.54,Anchorage,2011-03-10,11.3,40,medium,AK,Alaska
1004,3.54,Fairbanks,2011-03-02,11.3,40,high,AK,Alaska
1005,3.54,Juneau,2011-02-27,16.95,60,medium,AK,Alaska
1006,28.3,Wasilla,2011-02-23,9.19,260,high,AK,Alaska
1007,3.54,Anchorage,2011-02-20,11.3,40,medium,AK,Alaska
1008,28.3,Wasilla,2011-02-16,11.31,320,high,AK,Alaska
1009,3.54,Anchorage,2011-02-11,11.3,40,medium,AK,Alaska
1010,28.3,Eagle River,2011-01-24,9.89,280,high,AK,Alaska
1011,7.075,Anchorage,2011-01-22,11.31,80,high,AK,Alaska
1012,28.3,Anchorage,2011-01-03,11.31,320,medium,AK,Alaska
1013,28.3,Ketchikan,2011-01-02,21.2,600,medium,AK,Alaska
1014,28.3,Anchorage,2010-12-27,8.83,250,high,AK,Alaska
1015,5.0,Ketchikan,2010-12-27,25.0,125,medium,AK,Alaska
1016,7.075,Ketchikan,2010-11-07,17.67,125,medium,AK,Alaska
1017,7.075,Tok,2010-11-04,14.13,100,high,AK,Alaska
1018,28.3,Wasilla,2010-11-02,10.6,300,high,AK,Alaska
1019,28.3,Tok,2010-10-27,14.13,400,high,AK,Alaska
1020,3.54,Anchorage,2010-10-18,11.3,40,high,AK,Alaska
1021,28.3,Tok,2010-10-17,14.13,400,medium,AK,Alaska
1022,28.3,Homer,2010-10-07,11.31,320,medium,AK,Alaska
1023,28.3,Soldotna,2010-10-06,10.6,300,medium,AK,Alaska
1024,28.3,Juneau,2010-10-06,14.13,400,medium,AK,Alaska
1025,28.3,Anchorage,2010-10-04,11.31,320,high,AK,Alaska
1026,28.3,Tok,2010-10-03,14.13,400,high,AK,Alaska
1027,28.3,Juneau,2010-10-02,16.96,480,high,AK,Alaska
1028,28.3,Fairbanks,2010-10-01,11.31,320,high,AK,Alaska
1029,3.54,Anchorage,2010-09-28,11.3,40,high,AK,Alaska
1030,3.54,Soldotna,2010-09-23,11.3,40,medium,AK,Alaska
1031,28.3,Fairbanks,2010-09-22,12.37,350,medium,AK,Alaska
1032,28.3,Anchorage,2010-09-22,11.31,320,medium,AK,Alaska
1033,3.54,Anchorage,2010-09-22,11.3,40,medium,AK,Alaska
1034,28.3,Fairbanks,2010-09-21,10.6,300,high,AK,Alaska
1035,28.3,Anchorage,2010-09-21,14.84,420,medium,AK,Alaska
1036,28.3,Juneau,2010-09-21,14.13,400,high,AK,Alaska
1037,28.3,Wasilla,2010-09-20,11.31,320,high,AK,Alaska
1038,28.3,Anchorage,2010-09-18,8.83,250,medium,AK,Alaska
1039,28.3,Palmer,2010-09-17,1.24,35,medium,AK,Alaska
1040,28.3,Anchorage,2010-09-17,11.31,320,high,AK,Alaska
1041,28.3,Anchorage,2010-09-17,14.13,400,high,AK,Alaska
1042,28.3,Anchorage,2010-09-17,10.6,300,high,AK,Alaska
1043,28.3,Homer,2010-09-15,8.83,250,high,AK,Alaska
1044,28.3,Anchorage,2010-09-15,8.83,250,high,AK,Alaska
1045,28.3,Anchorage,2010-09-15,9.89,280,high,AK,Alaska
1046,3.54,Anchorage,2010-09-14,11.3,40,high,AK,Alaska
1047,28.3,Fairbanks,2010-09-03,8.83,250,high,AK,Alaska
